ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,REGION,ESTRATO,LLAVE_PANEL,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C308_COD,C309_COD,C310,C311,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,whoraT,C330,C331,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,fa_nde23,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,INGTOT,INGTOTP,RESIDENT
2022,11,1737003,1,0041,1,3,1,1,20221117370031004113,3,1,2, ,2,17,3,3,4,5,2005,1, , , , , , , , , , , , , , ,5142,9602,2, ,1,1,0,0,0,0,0,0,4,19,1, ,2,2, , , ,100, , ,130, , , , , , , , , ,2,5,5,4, ,2,2,2,2,2,2,10,3,1,406.217026, , ,100, , ,130, , ,230,100,1
2022,11,1737003,1,0041,1,4,1,1,20221117370031004114,3,1,2, ,1,15,4,4,9,7,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,1,5,2, ,2,2,2,2,2,2,10,9,4,394.152482, , , , , , , , , , ,1
2022,11,1737003,1,0041,1,5,1,1,20221117370031004115,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1737003,1,0041,1,6,1,1,20221117370031004116,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17410,1,0072,1,1,1,1,202202174101007211,1,1,1, ,1,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2022,11,17410,1,0072,1,2,1,1,202202174101007212,2,1,2, ,2,55,2,2,9,8,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,6,9,3, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17410,1,0072,1,3,1,1,202202174101007214,3,1,2, ,1,33,3,3,14,12,1988,1, , , , , , , , , , , , , , ,8322,4921,2, ,1,1,0,12,11,12,12,12,12,71,1, ,1,2, , , ,800, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1,411.997629, , ,836, , , , , ,836,836,1
2022,11,17410,1,0072,1,4,1,1,202108174101007211,3,1,2, ,1,24,4,4,19,2,1998,1, , , , , , , , , , , , , , ,5141,9602,3,5,1,3,11,0,11,11,11,11,11,66,1, ,2,2,2,420, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,400.792258,1819, , , , , , , ,1819,1819,1
2022,11,17410,1,0072,1,5,1,1,202108174101007212,3,1,2, ,2,35,5,5,4,3,1987,1, , , , , , , , , , , , , , ,5230,4759,3,5,5,5000,5,5,5,5,5,0,5,30,1, ,2,2,4,1350, , , , , , , , , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,1,389.315993,1350, , , , , , , ,1350,1350,1
2022,11,17410,1,0072,1,6,1,1,202202174101007217,5,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17410,1,0072,1,7,1,1,202108174101007213,5,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17410,1,0074,1,1,1,1,202202174101007411,1,1,2, ,1,68,1,1,26,12,1953,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,5,8,8,8,8,8,8,53,1, ,1,2, , , ,1700, , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1,329.899508, , ,1760, , , , , ,1760,1760,1
2022,11,17410,1,0074,1,2,1,1,202202174101007412,2,1,2, ,2,73,2,2,22,12,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,5,2, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17410,1,0075,1,1,1,1,202108174101007511,1,1,2, ,2,62,1,1,4,2,1960,1, , , , , , , , , , , , , , ,5213,4789,2, ,1,1,0,7,12,7,12,7,5,50,1, ,2,2, , , ,260,12, , , , , , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,1,303.687217, , ,260,12, , , , ,272,272,1
2022,11,17410,1,0075,1,2,1,1,202108174101007512,3,1,2, ,2,41,2,1,30,11,1980,1, , , , , , , , , , , , , , ,5230,8610,3,5,4,200,0,10,10,10,10,10,6,56,1, ,1,2,3,600,60, , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,389.315993,1200,260, , , , , , ,1460,1460,1
2022,11,17410,1,0075,1,3,1,1,202108174101007513,5,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17410,1,0075,1,4,1,1,202108174101007514,5,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17432,1,0005,1,1,1,1,202208174321000511,1,1,2, ,1,34,1,1,3,3,1988,1, , , , , , , , , , , , , , ,3115,2310,3,5,5,600,0,9,9,9,9,9,0,65,1, ,2,2,4,3000, , , , ,500, , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,411.997629,3000, , , , ,500, , ,3500,3000,1
2022,11,17432,1,0005,1,2,1,1,202208174321000512,2,1,2, ,2,38,2,2,7,5,1984,1, , , , , , , , , , , , , , ,5241,4711,3,5,5,9998,4,4,4,4,0,4,4,24,1, ,2,2,4,650, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,389.315993,650, , , , , , , ,650,650,1
2022,11,17432,1,0005,1,3,1,1,202208174321000513,3,1,2, ,1,14,3,3,24,8,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,1,5,1, ,2,2,2,2,2,2,10,5,4,400.792258, , , , , , , , , , ,1
2022,11,17432,1,0005,1,4,1,1,202208174321000514,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17432,1,0006,1,1,1,1,202208174321000611,1,1,2, ,1,51,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17432,1,0006,1,2,1,1,202208174321000612,2,1,2, ,2,45,2,2,22,12,1976,1, , , , , , , , , , , , , , ,2341,8510,3,2,5,9998,0,6,6,6,6,6,0,30,1, ,2,2,4,2400, , , , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,1,1,303.687217,2400, , , , , , , ,2400,2400,1
2022,11,17432,1,0006,1,3,1,1,202208174321000613,3,1,2, ,1,21,3,3,29,6,2001,1, , , , , , , , , , , , , , ,7411,5210,7,5,4,150,0,7,7,0,0,7,0,21,1, ,2,2,2,150, , , , , , , , , , , , , , ,1,5,8,2, ,2,2,2,2,2,2,10,8,1,400.792258,650, , , , , , , ,650,650,1
2022,11,17432,1,0006,1,4,1,1,202208174321000614,3,1,2, ,2,25,4,4,17,2,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,389.315993, , , , , , , , , , ,1
2022,11,17432,1,0006,1,5,1,1,202208174321000615,5,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17432,1,0007,1,1,1,1,202208174321000711,1,1,2, ,2,56,1,1,4,6,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,1,8,1, ,1,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17432,1,0007,1,2,1,1,202208174321000712,3,1,2, ,2,22,2,2,4,12,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,413.060037, , , , , , , , , , ,1
2022,11,17432,1,0007,1,3,1,1,202208174321000713,3,1,2, ,1,19,3,3,1,12,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,2,1,5,6,5, ,2,2,2,2,2,2,10,7,2,400.792258, , , , , , , , , , ,1
2022,11,17432,1,0007,1,4,1,1,202208174321000714,3,1,2, ,2,37,4,4,9,3,1985,1, , , , , , , , , , , , , , ,9622,4649,3,5,5,9998,11,11,11,11,0,11,11,66,1, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,389.315993,2500, , , , , , , ,2500,2500,1
2022,11,17432,1,0007,1,5,1,1,202208174321000715,5,1,2, ,2,14,5,5,17,2,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,1,5,2, ,2,2,2,2,2,2,10,7,4,413.060037, , , , , , , , , , ,1
2022,11,17434,1,0006,1,1,1,1,202208174341000611,1,1,2, ,1,60,1,1,30,8,1962,1, , , , , , , , , , , , , , ,5120,5610,2, ,1,1,0,6,6,6,6,6,6,36,1, ,2,2, , , ,228,758, , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1,329.899508, , ,228,758, , , , ,986,986,1
2022,11,17434,1,0006,1,2,1,1,202208174341000612,6,1,2, ,2,86,2,2,2,2,1936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,3,2, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17434,1,0006,1,3,1,1,202208174341000613,7,1,2, ,1,71,3,3,19,9,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,4,5, ,1,2,2,2,2,2,10,7,4,329.899508, , , , , , , , , , ,1
2022,11,17434,1,0007,1,1,1,1,202208174341000711,1,1,2, ,1,51,1,1,17,3,1971,1, , , , , , , , , , , , , , ,5213,4789,2, ,1,2,5,13,5,13,13,13,13,75,1, ,2,2, , , ,1080, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,1,1,329.899508, , ,1080, , , , , ,1080,1080,1
2022,11,17434,1,0007,1,2,1,1,202208174341000712,3,1,2, ,1,31,2,2,10,10,1991,1, , , , , , , , , , , , , , ,9629,8620,3,5,1,5,0,6,6,6,6,6,6,36,1, ,2,2,2,100, , , , , , , , , , , , , , ,1,5,10,1, ,2,2,2,2,2,1,10,7,1,411.997629,433, , , , , , , ,433,433,1
2022,11,17434,1,0007,1,3,1,1,202211174341000713,3,1,2, ,1,30,3,3,17,10,1992,1, , , , , , , , , , , , , , ,2411,8411,3,2,5,9998,0,0,0,8,8,8,0,62,1, ,1,2,4,3800, , , , ,2500, , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,7,1,411.997629,3800, , , , ,2500, , ,6300,3800,1
2022,11,17434,1,0008,1,1,1,1,202208174341000811,1,1,2, ,2,34,1,1,7,10,1988,1, , , , , , , , , , , , , , ,4417,8690,7,5,3,100,0,11,0,11,11,11,11,55,1, ,2,2,4,800, , , , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1,389.315993,800, , , , , , , ,800,800,1
2022,11,17434,1,0008,1,2,1,1,202208174341000812,2,1,2, ,1,32,2,2,12,9,1990,1, , , , , , , , , , , , , , ,4321,5229,3,5,1,20,0,8,8,8,8,8,5,45,1, ,2,2,4,1300, , , , , , , , , , , , , , ,1,1,8,1, ,2,2,2,2,2,2,10,7,1,411.997629,1300, , , , , , , ,1300,1300,1
2022,11,17434,1,0008,1,3,1,1,202208174341000813,3,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17434,1,0010,1,1,1,1,202208174341001011,1,1,1, ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2022,11,17434,1,0010,1,2,1,1,202208174341001012,2,1,2, ,2,41,2,2,14,12,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,6,5, ,2,2,2,2,2,2,2,2,4,389.315993, , , , , , , , , , ,1
2022,11,17434,1,0010,1,3,1,1,202208174341001013,3,1,1, ,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2022,11,17434,1,0010,1,4,1,1,202208174341001014,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17434,1,0010,1,5,1,1,202208174341001015,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17438,1,0080,1,1,1,1,202211174381008011,1,1,2, ,1,67,1,1,1,12,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,9, , ,1,5,9,3, ,2,2,2,2,2,2,10,7,3,332.013017, , , , , , , , , , ,1
2022,11,17438,1,0081,1,1,1,1,202208174381008111,1,1,2, ,1,75,1,1,11,6,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,332.013017, , , , , , , , , , ,1
2022,11,17438,1,0081,1,2,1,1,202208174381008112,2,1,2, ,2,62,2,2,1,8,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,305.632796, , , , , , , , , , ,1
2022,11,17438,1,0081,1,3,1,1,202208174381008113,5,1,2, ,1,25,3,3,23,7,1997,1, , , , , , , , , , , , , , ,7332,1811,3,5,4,200,8,8,8,8,0,8,8,48,1, ,2,2,4,1300,4, , , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,414.637101,1300,120, , , , , , ,1420,1420,1
2022,11,17438,1,0081,1,4,1,1,202208174381008114,5,1,2, ,1,25,4,4,2,6,1997,1, , , , , , , , , , , , , , ,3521,9000,3,5,1,10,5,0,0,0,0,0,0,10,2,10,2,2,2,100, , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,414.637101,433, , , , , , , ,433,433,1
2022,11,17438,1,0082,1,1,1,1,202208174381008211,1,1,2, ,2,83,1,1,22,9,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,305.632796, , , , , , , , , , ,1
2022,11,17438,1,0082,1,2,1,1,202211174381008216,3,1,2, ,2,50,2,2,3,5,1972,1, , , , , , , , , , , , , , ,4313,6920,3,5,1,3,0,8,8,8,8,8,6,46,1, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,305.632796,1025, , , , , , , ,1025,1025,1
2022,11,17438,1,0083,1,1,1,1,202208174381008311,1,1,2, ,2,62,1,4,15,6,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,3,3, ,2,2,2,2,2,2,1,1,4,305.632796, , , , , , , , , , ,1
2022,11,17438,1,0083,1,2,1,1,202208174381008312,3,1,2, ,2,32,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17438,1,0083,1,3,1,1,202208174381008313,3,1,2, ,1,19,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17438,1,0083,1,4,1,1,202208174381008314,3,1,2, ,1,43,4,4,9,10,1979,1, , , , , , , , , , , , , , ,8343,4661,3,5,2,50,0,8,8,8,8,8,8,48,1, ,2,2,4,2400, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,414.637101,2400, , , , , , , ,2400,2400,1
2022,11,17438,1,0083,1,5,1,1,202208174381008315,5,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17446,1,0018,1,1,1,1,202108174461001811,1,1,2, ,1,78,1,1,28,8,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,4,6,5, ,2,2,2,2,2,2,10,7,4,344.594114, , , , , , , , , , ,1
2022,11,17446,1,0018,1,2,1,1,202108174461001812,2,1,2, ,2,68,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17446,1,0019,1,1,1,1,202108174461001911,1,1,2, ,1,80,1,1,28,4,1942,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,1,4,10,3, ,2,2,2,2,2,2,10,7,4,344.594114, , , , , , , , , , ,1
2022,11,17446,1,0019,1,2,1,1,202108174461001912,2,1,2, ,2,70,2,2,24,12,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,5,3, ,2,2,2,2,2,2,10,7,4,317.214257, , , , , , , , , , ,1
2022,11,17446,1,0021,1,1,1,1,202202174461002111,1,1,2, ,2,70,1,1,21,10,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,317.214257, , , , , , , , , , ,1
2022,11,1744801,1,0053,1,1,1,1,20210817448011005311,1,1,2, ,1,33,1,1,6,9,1989,1, , , , , , , , , , , , , , ,4321,4641,3,5,5,9998,0,8,8,8,8,8,8,48,1, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,414.637101,1800, , , , , , , ,1800,1800,1
2022,11,1744801,1,0053,1,2,1,1,20210817448011005312,2,1,2, ,2,35,2,2,5,7,1987,1, , , , , , , , , , , , , , ,3221,8620,3,5,3,100,0,8,8,8,8,8,5,45,1, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,391.810155,1800, , , , , , , ,1800,1800,1
2022,11,1744801,1,0053,1,3,1,1,20210817448011005313,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0053,1,4,1,1,20210817448011005314,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0053,1,5,1,1,20210817448011005315,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0053,1,6,1,1,20210817448011005316,6,1,2, ,2,76,6,6,25,3,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,5,9,3, ,2,2,2,2,2,2,10,9,4,305.632796, , , , , , , , , , ,1
2022,11,1744801,1,0054,1,1,1,1,20210817448011005411,1,1,2, ,1,45,1,1,17,11,1977,1, , , , , , , , , , , , , , ,4416,4923,3,5,3,100,0,8,8,8,8,8,8,48,1, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,332.013017,2000, , , , , , , ,2000,2000,1
2022,11,1744801,1,0054,1,2,1,1,20210817448011005412,2,1,2, ,2,41,2,2,6,8,1981,1, , , , , , , , , , , , , , ,9321,1050,3,5,5,550,8,0,8,8,8,8,8,48,1, ,2,2,4,972, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,391.810155,972, , , , , , , ,972,972,1
2022,11,1744801,1,0054,1,3,1,1,20210817448011005413,3,1,2, ,2,25,3,3,4,7,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,4,391.810155, , , , , , , , , , ,1
2022,11,1744801,1,0054,1,4,1,1,20210817448011005414,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0054,1,5,1,1,20210817448011005415,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0054,1,6,1,1,20210817448011005416,3,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0055,1,1,1,1,20210817448011005511,1,1,2, ,1,75,1,1,26,9,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,9,4,332.013017, , , , , , , , , , ,1
2022,11,1744801,1,0055,1,2,1,1,20210817448011005512,2,1,2, ,2,74,2,2,30,7,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,13,1,2,1,5,6,5, ,2,2,2,2,2,2,10,9,2,305.632796, , , , , , , , , , ,1
2022,11,1744801,1,0055,1,3,1,1,20210817448011005513,3,1,2, ,2,52,3,3,2,2,1970,1, , , , , , , , , , , , , , ,5221,4641,3,5,3,100,0,8,8,8,8,8,8,48,1, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,305.632796,2000, , , , , , , ,2000,2000,1
2022,11,1744801,1,0056,1,1,1,1,20210817448011005611,1,1,2, ,1,53,1,1,7,5,1969,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,10,8,8,8,8,8,10,60,1, ,2,2, , , ,1800, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,332.013017, , ,1800, , , , , ,1800,1800,1
2022,11,17459,1,0027,1,1,1,1,202211174591002711,1,1,2, ,2,38,1,1,25,8,1984,1, , , , , , , , , , , , , , ,5120,8890,3,2,5,9998,0,4,4,0,4,4,0,20,2,20,2,2,5, ,80, , , , , , , , , , , , , ,1,6,9,3, ,2,2,2,2,2,2,10,7,1,389.315993, ,346, , , , , , ,346,346,1
2022,11,17459,1,0027,1,2,1,1,202211174591002712,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0027,1,3,1,1,202211174591002713,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0027,1,4,1,1,202211174591002714,6,1,2, ,1,61,4,4,26,12,1960,1, , , , , , , , , , , , , , ,8331,4921,2, ,1,1,0,4,4,4,5,4,5,26,1, ,2,2, , , ,1000, , , , , , , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,1,329.899508, , ,1126, , , , , ,1126,1126,1
2022,11,17459,1,0027,1,5,1,1,202211174591002715,6,1,2, ,2,66,5,5,19,5,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,4,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17459,1,0028,1,1,1,1,202211174591002812,1,1,2, ,2,44,1,1,12,10,1978,1, , , , , , , , , , , , , , ,2221,8610,3,2,5,9998,12,0,0,12,0,12,0,36,1, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,389.315993,1200, , , , , , , ,1200,1200,1
2022,11,17459,1,0028,1,2,1,1,202211174591002811,2,1,1, ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2022,11,17459,1,0028,1,3,1,1,202211174591002813,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0028,1,4,1,1,202211174591002814,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
