ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,PERS_NRO,REGION,ESTRATO,LLAVE_PANEL,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C308_COD,C309_COD,C310,C311,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,whoraT,C330,C331,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,INGTOT,INGTOTP,RESIDENT,fa_aso22
2022,09,17295,1,0075,1,1,1,1,202206172951007511,1,1,2, ,2,67,1,1,4,7,1955,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,1,8,8,0,8,8,8,8,48,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,4,5, ,2,2,2,2,2,2,1,1,1, , ,722,450, , , , ,1172,1172,1,304.226226806641
2022,09,17295,1,0076,1,1,1,1,202206172951007611,1,1,2, ,1,52,1,1,28,11,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,3,4, ,2,2,2,2,2,1,1,6,4, , , , , , , , , , ,1,325.266357421875
2022,09,17295,1,0076,1,2,1,1,202206172951007612,2,1,2, ,2,50,2,2,27,11,1971,1, , , , , , , , , , , , , , ,9629,8411,3,2,5,501,0,8,8,8,8,8,8,48,1, ,2,2,4,1050, , , , , , , , , , , , , , ,1,1,4,5, ,2,2,2,2,2,2,1,7,1,1050, , , , , , , ,1050,1050,1,975.129028320313
2022,09,17295,1,0076,1,3,1,1,202206172951007613,3,1,2, ,1,29,3,3,25,3,1993,1, , , , , , , , , , , , , , ,9313,4100,3,5,1,6,0,8,8,8,8,8,6,46,1, ,1,2,4,1984, , , , , , , , , , , , , , ,1,5,8,1, ,2,2,2,2,2,2,1,7,1,1984, , , , , , , ,1984,1984,1,474.869110107422
2022,09,17295,1,0076,1,4,1,1,202206172951007614,3,1,1, ,1,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,09,17295,1,0076,1,5,1,1,202206172951007615,3,1,2, ,2,24,5,5,28,7,1998,1, , , , , , , , , , , , , , ,3511,6492,3,5,3,51,0,8,8,8,8,8,6,46,1, ,2,2,4,3500, , , , , , , , , , , , , , ,1,1,10,2, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , ,3500,3500,1,353.570129394531
2022,09,17295,1,0076,1,6,1,1,202206172951007616,3,1,1, ,2,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,09,17295,1,0076,1,7,1,1,202206172951007617,3,1,2, ,1,17,7,7,1,9,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,5,3, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , ,1,415.768890380859
2022,09,17295,1,0076,1,8,1,1,202206172951007618,3,1,2, ,1,16,8,8,21,3,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,415.768890380859
2022,09,17295,1,0076,1,9,1,1,202206172951007619,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,09,17295,1,0076,1,10,1,1,2022061729510076110,3,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,09,17295,1,0077,1,1,1,1,202206172951007711,1,1,2, ,1,46,1,1,18,9,1975,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,0,8,0,8,0,8,0,40,2,40,2,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1583, , , , , ,1583,1583,1,378.340087890625
2022,09,17295,1,0077,1,2,1,1,202206172951007712,2,1,2, ,2,49,2,2,15,12,1972,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,2,6,3,3,3,3,3,4,25,1, ,1,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,165,100, , , , ,265,265,1,232.807281494141
2022,09,17295,1,0077,1,3,1,1,202206172951007713,3,1,2, ,1,25,3,3,25,2,1997,1, , , , , , , , , , , , , , ,9313,4100,3,5,1,5,0,12,12,12,12,12,0,70,1, ,2,2,4,1545, , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,1545, , , , , , , ,1545,1545,1,388.934783935547
2022,09,17295,1,0077,1,4,1,1,202206172951007714,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0134,1,1,1,1,202107172981013421,1,1,2, ,1,38,1,1,8,5,1984,1, , , , , , , , , , , , , , ,7212,2410,3,5,1,3,0,8,8,8,8,8,5,45,1, ,1,2,2,300,60, , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,1299,260, , , , , , ,1559,1559,1,458.882965087891
2022,10,17298,1,0134,1,2,1,1,202107172981013422,2,1,2, ,2,33,2,2,29,9,1989,1, , , , , , , , , , , , , , ,4417,8530,3,5,1,10,0,11,4,11,4,11,4,45,1, ,2,2,3,515, , , , , , , , , , , , , , ,1,5,8,1, ,2,2,2,2,2,2,10,7,1,1030, , , , , , , ,1030,1030,1,412.089935302734
2022,10,17298,1,0134,1,3,1,1,202107172981013423,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0134,1,4,1,1,202107172981013424,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0135,1,1,1,1,202104172981013511,1,1,2, ,2,51,1,1,9,6,1971,1, , , , , , , , , , , , , , ,5141,9602,2, ,1,1,0,10,10,10,10,0,10,66,1, ,2,1, , , , , ,80, ,10, , , , , , , , ,1,5,5,4, ,2,2,2,2,2,2,10,7,1, , ,196, ,80, ,300, ,576,196,1,321.216461181641
2022,10,17298,1,0135,1,2,1,1,202104172981013512,3,1,2, ,1,29,2,2,1,1,1993,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,0,11,11,11,11,11,11,66,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,10,4, ,2,2,2,2,2,2,10,8,1, , ,1200, , , , , ,1200,1200,1,458.882965087891
2022,10,17298,1,0135,1,3,1,1,202210172981013513,3,1,2, ,2,33,3,3,28,7,1989,1, , , , , , , , , , , , , , ,3221,9700,6, ,1,2,0,14,14,14,14,14,14,84,1, ,1,2,4,1300,84, , , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1,1300,364, , , , , , ,1664,1664,1,412.089935302734
2022,10,17298,1,0135,1,4,1,1,202210172981013514,5,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0135,1,5,1,1,202210172981013515,5,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0136,1,1,1,1,202104172981013611,1,1,2, ,1,35,1,1,24,10,1986,1, , , , , , , , , , , , , , ,8152,1430,3,5,1,5,0,8,8,8,8,8,4,44,1, ,2,2,4,1500,20, , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,1500,600, , , , , , ,2100,2100,1,458.882965087891
2022,10,17298,1,0136,1,2,1,1,202104172981013612,2,1,2, ,2,30,2,2,23,10,1991,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,4, ,6,2,2,2,2,2,2,10,1,4, , , , , , , , , , ,1,412.089935302734
2022,10,17298,1,0136,1,3,1,1,202104172981013613,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0136,1,4,1,1,202104172981013614,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0137,1,1,1,1,202104172981013711,1,1,2, ,2,56,1,1,31,1,1966,1, , , , , , , , , , , , , , ,9411,5610,2, ,1,1,0,0,0,5,5,5,6,21,1, ,1,2, , , , , , , , , , , , , , , , ,1,5,5,2, ,2,2,2,2,2,2,10,1,1, , ,130,43, , , , ,173,173,1,321.216461181641
2022,10,17298,1,0137,1,2,1,1,202104172981013712,3,1,2, ,1,23,2,2,17,7,1999,1, , , , , , , , , , , , , , ,8321,4922,2, ,1,1,0,12,12,12,0,0,0,72,2,72,2,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,286, , , , , ,286,286,1,419.279632568359
2022,10,17298,1,0137,1,3,1,1,202104172981013718,5,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17298,1,0137,1,4,1,1,202104172981013719,5,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,10,17301,1,0055,1,1,1,1,202107173011005511,1,1,2, ,1,65,1,1,2,5,1957,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,1,8,8,8,8,8,8,8,56,1, ,2,2, , , , , , , , , , , , , , , , ,1,6,5,1, ,2,2,2,2,2,2,1,1,1, , ,2160,750, , , , ,2910,2910,1,326.760620117188
2022,10,17301,1,0058,1,1,1,1,202107173011005811,1,1,2, ,2,54,1,1,14,9,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,1,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,321.216461181641
2022,10,17301,1,0058,1,2,1,1,202107173011005812,2,1,2, ,1,55,2,2,5,7,1967,1, , , , , , , , , , , , , , ,8131,2022,3,5,3,60,0,10,10,10,10,10,0,50,1, ,1,2,4,1160, , , , , , , , , , , , , , ,1,1,4,5, ,2,2,2,2,2,2,10,6,1,1160, , , , , , , ,1160,1160,1,326.760620117188
2022,10,17301,1,0058,1,3,1,1,202107173011005814,3,1,2, ,2,26,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,10,17301,1,0058,1,4,1,1,202107173011005813,3,1,2, ,1,21,4,4,16,10,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,419.279632568359
2022,10,17301,1,0059,1,1,1,1,202107173011005911,1,1,2, ,1,65,1,1,7,12,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,4,5, ,2,2,1,1,1,1,10,7,4, , , , , , , , , , ,1,326.760620117188
2022,10,17301,1,0059,1,2,1,1,202210173011005912,2,1,2, ,2,63,2,2,29,10,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7, , ,1,5,4,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , ,1,321.216461181641
2022,08,17303,1,0082,1,1,1,1,202205173031008211,1,1,2, ,2,49,1,1,10,6,1973,1, , , , , , , , , , , , , , ,9111,9700,6, ,1,1,0,0,0,0,12,8,0,24,2,24,1,1,4,480,64, , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,1,1,1,480,64, , , , , , ,544,544,1,286.912384033203
2022,08,17303,1,0082,1,2,1,1,202205173031008212,3,1,2, ,1,19,2,2,3,4,2003,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7513,1073,2, ,1,1,0,8,8,5,0,0,0,21,1, ,1,1, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,1,7,1, , ,1516, , , , , ,1516,1516,1,1110.2548828125
2022,08,17303,1,0083,1,1,1,1,202205173031008311,1,1,2, ,2,76,1,1,15,2,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,3, , ,1,1,1, , ,2,2,2,2,2,2,2,2,4, , , , , , , , , , ,1,302.920623779297
2022,08,17303,1,0084,1,1,1,1,202205173031008411,1,1,2, ,2,46,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17303,1,0084,1,2,1,1,202205173031008412,3,1,2, ,1,19,2,2,20,9,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,7, , ,1,5,10,1, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , ,1,821.7275390625
2022,08,17303,1,0086,1,1,1,1,202205173031008611,1,1,2, ,2,85,1,1,15,8,1937,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,1, , ,1,2,2,2,2,2,1,1,4, , , , , , , , , , ,1,302.920623779297
2022,09,1730402,1,0027,1,1,1,1,20210317304021002711,1,1,2, ,2,41,1,1,15,12,1980,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,2,8,8,8,8,8,8,8,56,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1174, , , , , ,1174,1174,1,297.909332275391
2022,09,1730402,1,0027,1,2,1,1,20210317304021002712,3,1,2, ,1,17,2,2,27,5,2005,1, , , , , , , , , , , , , , ,5223,4711,4, ,1,2,4,0,0,4,4,4,4,20,1, ,2, , , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , ,0,0,1,923.074645996094
2022,09,1730402,1,0027,1,3,1,1,20210317304021002713,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,09,1730402,1,0028,1,1,1,1,20210317304021002811,1,1,2, ,2,45,1,1,8,2,1977,1, , , , , , , , , , , , , , ,5211,4620,2, ,1,1,8,12,12,12,12,12,12,80,1, ,2,2, , , , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,1422, , , , , ,1422,1422,1,401.390045166016
2022,09,1730402,1,0028,1,2,1,1,20210317304021002812,3,1,2, ,2,21,2,2,6,5,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,435.910980224609
2022,09,1730402,1,0028,1,3,1,1,20210317304021002813,3,1,2, ,1,15,3,3,9,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,1,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,415.768890380859
2022,09,1730402,1,0029,1,1,1,1,20210317304021002911,1,1,2, ,1,50,1,1,8,6,1972,1, , , , , , , , , , , , , , ,8332,146,3,5,3,100,0,12,12,12,12,12,10,70,1, ,2,2,4,2950, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,6,1,2950, , , , , , , ,2950,2950,1,314.332214355469
2022,09,1730402,1,0030,1,1,1,1,20210317304021003011,1,1,2, ,2,56,1,1,17,8,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , ,1,269.440673828125
2022,09,1730402,1,0030,1,2,1,1,20210317304021003012,3,1,1, ,1,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,09,1730402,1,0030,1,3,1,1,20210317304021003013,3,1,2, ,2,23,3,3,21,12,1998,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5211,1071,4, ,1,6,0,3,3,3,3,3,0,15,1, ,2, , , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , ,0,0,1,1477.80322265625
2022,09,1730402,1,0030,1,4,1,1,20210317304021003014,3,1,2, ,2,17,4,4,16,11,2004,1, , , , , , , , , , , , , , ,5131,5610,3,5,1,4,0,4,4,4,4,4,4,24,1, ,2,2,4,1523, , , , , , , , , , , , , , ,2,5,8,1, ,2,2,2,2,2,2,10,7,1,1523, , , , , , , ,1523,1523,1,1964.23364257813
2022,08,17306,1,0059,1,1,1,1,202205173061005911,1,1,2, ,2,34,1,1,8,8,1988,1, , , , , , , , , , , , , , ,9111,9700,6, ,1,1,0,4,4,4,4,4,0,20,1, ,1,2,4,310, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,1,1,1,310, , , , , , , ,310,310,1,194.144241333008
2022,08,17306,1,0059,1,2,1,1,202205173061005912,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0059,1,3,1,1,202205173061005913,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0059,1,4,1,1,202205173061005914,7,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0060,1,1,1,1,202205173061006011,1,1,2, ,2,39,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17306,1,0060,1,2,1,1,202205173061006012,3,1,2, ,2,16,2,2,6,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,5,5,3, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , ,1,423.183837890625
2022,08,17306,1,0060,1,3,1,1,202205173061006013,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0061,1,1,1,1,202205173061006111,1,1,2, ,1,77,1,1,2,8,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,3, , ,1,5,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,315.854309082031
2022,08,17306,1,0062,1,1,1,1,202205173061006211,1,1,2, ,1,38,1,1,8,2,1984,1, , , , , , , , , , , , , , ,6112,122,2, ,1,5,10,6,6,6,6,6,12,52,1, ,1,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1000, , , , , ,1000,1000,1,780.419189453125
2022,08,17306,1,0062,1,2,1,1,202205173061006212,2,1,2, ,2,38,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17306,1,0062,1,3,1,1,202205173061006213,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0062,1,4,1,1,202205173061006214,3,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17314,1,0065,1,1,1,1,202102173141006511,1,1,2, ,2,45,1,1,14,3,1977,1, , , , , , , , , , , , , , ,9321,2100,3,5,2,50,0,8,8,8,8,8,8,48,1, ,2,2,4,1000, , , , , , , , , , , , , , ,1,5,5,2, ,2,2,2,2,2,2,1,7,1,1000, , , , , , , ,1000,1000,1,795.623474121094
2022,08,17314,1,0065,1,2,1,1,202102173141006513,3,1,2, ,1,25,2,2,18,12,1996,1, , , , , , , , , , , , , , ,7231,4540,1, ,1,2,0,8,8,0,8,0,0,30,2,30,1,2, , , , , , , , , , , , , , , , ,1,5,8,2, ,2,2,2,2,2,2,10,7,1, , ,884, , , , , ,884,884,1,1692.50024414063
2022,08,17314,1,0065,1,3,1,1,202102173141006514,3,1,2, ,1,23,3,3,4,6,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,5,6,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , ,1,410.863800048828
2022,08,17314,1,0065,1,4,1,1,202102173141006515,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17314,1,0067,1,1,1,1,202102173141006711,1,1,2, ,1,41,1,1,28,6,1981,1, , , , , , , , , , , , , , ,7126,4330,3,5,1,3,0,0,9,9,9,9,6,42,1, ,2,2,4,1303,216, , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,8,1,1303,216, , , , , , ,1519,1519,1,354.399688720703
2022,08,17314,1,0067,1,2,1,1,202102173141006712,2,1,2, ,2,33,2,2,15,12,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,351.711273193359
2022,08,17314,1,0067,1,3,1,1,202102173141006713,3,1,2, ,2,16,3,3,28,10,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,423.183837890625
2022,08,17314,1,0067,1,4,1,1,202102173141006714,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17314,1,0068,1,1,1,1,202102173141006811,1,1,2, ,1,47,1,1,20,9,1974,1, , , , , , , , , , , , , , ,5120,5610,3,5,1,15,11,0,11,11,11,11,11,66,1, ,2,2,4,1026,519, , , , , , , , , , , , , ,1,1,3, ,1,2,2,2,2,2,2,1,1,1,1026,519, , , , , , ,1545,1545,1,173.722305297852
2022,08,17314,1,0068,1,2,1,1,202102173141006812,2,1,2, ,2,48,2,2,5,1,1974,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,2,12,12,12,12,12,12,13,85,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,1, , ,2,2,2,2,2,2,1,1,1, , ,1067,600, , , , ,1667,1667,1,767.397705078125
2022,08,17314,1,0068,1,3,1,1,202102173141006813,3,1,2, ,2,23,3,3,20,3,1999,1, , , , , , , , , , , , , , ,5211,3290,3,5,1,4,0,9,9,9,9,9,9,54,1, ,2,2,4,446,24, , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,446,720, , , , , , ,1166,1166,1,528.080383300781
2022,08,17314,1,0068,1,4,1,1,202102173141006814,3,1,2, ,2,19,4,4,5,2,2003,1, , , , , , , , , , , , , , ,9629,8549,2, ,1,1,0,0,3,0,3,0,0,6,1, ,1,1, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,1,1, , ,217, , , , , ,217,217,1,174.220886230469
2022,08,17314,1,0068,1,5,1,1,202102173141006815,3,1,2, ,2,16,5,5,28,4,2006,1, , , , , , , , , , , , , , ,5141,9602,2, ,1,1,0,8,8,5,0,0,0,21,1, ,1,2, , , , , , , , , , , , , , , , ,1,5,5,2, ,2,2,2,2,2,2,10,7,1, , ,1516, , , , , ,1516,1516,1,890.239562988281
2022,08,17314,1,0068,1,6,1,1,202102173141006816,6,1,2, ,2,88,6,2,29,11,1933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,1, , ,2,2,2,1,2,2,1,1,4, , , , , , , , , , ,1,302.920623779297
2022,08,17314,1,0079,1,1,1,1,202102173141007911,1,1,2, ,1,42,1,1,31,8,1979,1, , , , , , , , , , , , , , ,4417,9499,3,5,1,11,0,8,8,8,8,8,0,40,1, ,2,2,4,8016,200, , , , , , , , , , , , , ,1,5,10,4, ,2,2,2,2,2,2,10,7,1,8016,200, , , , , , ,8216,8216,1,1589.87329101563
2022,08,17314,1,0079,1,2,1,1,202102173141007912,2,1,2, ,2,37,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17314,1,0079,1,3,1,1,202102173141007913,3,1,2, ,1,15,3,3,26,8,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,440.830047607422
