pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_fma22
2022,02,025005,003,0086,11,03,8,1,22021103,3,1,2, ,2,24,9,2, ,3,3,30,1,2022,5,2,2022,16,10,1997,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2,1,1,6,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,647.406320388848
2022,02,025005,003,0086,11,04,8,1,22021104,10,1,2, ,1,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025005,003,0086,11,05,8,1,22021105,10,1,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025005,003,0087,11,01,8,1,22021101,1,1,2, ,1,33,6,5, ,1,1,30,1,2022,5,2,2022,29,11,1988,1, , , , , , , , , , , , , , ,785,2592,4,5,1,3,99,7,2021,0,8,8,8,8,8,8,48,1, ,2,1,2,200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,5,4,1,866,0, , , , ,866,866,1,628.902825079453
2022,02,025005,003,0088,11,01,8,1,22021101,1,1,2, ,1,76,9,1, ,1,1,30,1,2022,5,2,2022,28,11,1945,1, , , , , , , , , , , , , , ,919,4799,2, ,1,1,99,99,2012,0,5,5,5,5,5,5,30,1, ,2,2, , , ,600,0,300,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,600,0,300,0,900,600,1,491.284920701593
2022,02,025005,003,0089,11,01,8,1,22021101,1,1,2, ,1,50,10,5, ,1,1,30,1,2022,5,2,2022,28,8,1971,1, , , , , , , , , , , , , , ,364,4649,1, ,1,3,1,10,2021,0,10,10,10,10,10,0,50,1, ,1,2, , , ,4000,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,8,4,1, , ,4000,0, , ,4000,4000,1,491.284920701593
2022,02,025005,003,0089,11,02,8,1,22021102,2,1,2, ,2,49,5,2, ,2,2,30,1,2022,5,2,2022,12,6,1972,1, , , , , , , , , , , , , , ,571,4649,3,5,1,15,99,99,2017,0,8,8,8,8,8,8,48,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,2,2,1,1200,0, , , , ,1200,1200,1,446.569348907313
2022,02,025005,003,0089,11,03,8,1,22021103,3,1,2, ,1,23,6,5, ,3,3,30,1,2022,5,2,2022,22,8,1998,1, , , , , , , , , , , , , , ,942,9499,4,5,1,6,1,11,2021,0,10,10,10,10,10,0,50,1, ,1,2,4,1300,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1300,0, , , , ,1300,1300,1,592.02436886895
2022,02,025005,003,0089,11,04,8,1,22021104,3,2, ,2,2,30,9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,02,025005,003,0089,11,05,8,1,22021105,10,1,2, ,1,8,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025005,003,0089,11,06,8,1,22021106,10,2, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,02,025067,003,0074,11,01,8,1,22021101,1,1,2, ,2,51,8,5, ,1,1,23,1,2022,29,1,2022,30,12,1970,2,1, , , , , , , , , , , , , ,243,8510,3,2,2, ,99,99,2000,0,0,0,0,0,0,0,0,2,30,1,1,4,1800,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,8,4,1,1800,0, , , , ,1800,1800,1,487.166562444342
2022,02,025067,003,0074,11,02,8,1,22021102,3,1,2, ,1,20,9,2, ,2,2,23,1,2022,29,1,2022,7,10,2001,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,645.844766038854
2022,02,025067,003,0074,11,03,8,1,22021103,3,1,2, ,2,17,6,5, ,3,3,23,1,2022,29,1,2022,21,11,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,706.261440424198
2022,02,025067,003,0074,11,04,8,1,22021104,3,1,2, ,1,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025067,003,0075,11,01,8,1,22021101,1,1,2, ,2,53,5,1, ,1,1,23,1,2022,29,1,2022,13,3,1968,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,487.166562444342
2022,02,025067,003,0075,11,02,8,1,22021102,2,1,2, ,1,55,10,5, ,2,2,30,1,2022,5,2,2022,24,2,1966,1, , , , , , , , , , , , , , ,885,146,4,5,2, ,99,99,2005,14,14,14,14,14,14,14,98,1, ,1,2,4,1500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1500,0, , , , ,1500,1500,1,535.94718621992
2022,02,025067,003,0075,11,03,8,1,22021103,3,1,2, ,1,34,9,5, ,3,3,30,1,2022,5,2,2022,9,11,1987,1, , , , , , , , , , , , , , ,376,4781,3,5,1,2,15,12,2021,0,8,10,8,0,8,8,42,1, ,1,1,2,200,48, , ,325,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,1,4,1,866,208, , ,325,0,1399,1074,1,686.075809177585
2022,02,025067,003,0076,11,01,8,1,22021101,1,1,2, ,1,47,9,1, ,1,2,23,1,2022,29,1,2022,5,6,1974,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1,0, ,1,6,0,0,0,0,0,0,1,6,4,3, , , , , , , , ,1,535.94718621992
2022,02,025067,003,0076,11,02,8,1,22021102,2,1,2, ,2,49,7,1, ,2,2,23,1,2022,29,1,2022,1,1,1973,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,487.166562444342
2022,02,025067,003,0076,11,03,8,1,22021103,3,1,2, ,1,21,7,1, ,3,3,23,1,2022,29,1,2022,23,11,2000,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,645.844766038854
2022,02,025067,003,0076,11,04,8,1,22021104,3,1,2, ,2,18,6,5, ,4,4,23,1,2022,29,1,2022,12,11,2003,1, , , , , , , , , , , , , , ,523,5610,3,5,1,8,15,1,2022,8,8,8,8,8,8,8,56,1, ,1,1,2,230,14, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,8,4,1,996,61, , , , ,1057,1057,1,706.261440424198
2022,02,025067,003,0076,11,05,8,1,22021105,3,1,2, ,2,17,6,5, ,5,5,23,1,2022,29,1,2022,30,11,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,706.261440424198
2022,02,025159,003,0072,11,01,8,1,22021101,1,1,2, ,1,67,10,5, ,1,1,23,1,2022,29,1,2022,28,6,1954,1, , , , , , , , , , , , , , ,885,4922,2, ,1,1,99,99,2000,0,6,6,6,6,6,6,36,1, ,1,2, , , ,600,0, , ,1, , , , , , , , ,2,0,0,0,0,0,0,1,6,4,1, , ,600,0, , ,600,600,1,133.98679655498
2022,02,025159,003,0072,11,02,8,1,22021102,6,1,2, ,2,36,10,5, ,2,2,23,1,2022,29,1,2022,29,7,1985,1, , , , , , , , , , , , , , ,361,4659,3,5,1,60,99,99,2012,0,10,10,10,10,10,5,55,1, ,1,2,4,5000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,5000,0, , , , ,5000,5000,1,165.685747822056
2022,02,025159,003,0081,11,01,8,1,22021101,1,1,2, ,1,76,6,5, ,1,1,23,1,2022,29,1,2022,31,5,1945,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,133.98679655498
2022,02,025225,003,0072,11,01,8,1,22021101,1,1,2, ,2,66,8,3, ,1,1,30,1,2022,5,2,2022,16,10,1955,1, , , , , , , , , , , , , , ,572,4773,2, ,1,1,99,99,1992,0,8,8,8,8,8,6,46,1, ,2,2, , , ,2500,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,2500,0, , ,2500,2500,1,487.166562444342
2022,02,025225,003,0072,11,02,8,1,22021102,3,1,2, ,2,29,3, ,3,2,1,30,1,2022,5,2,2022,8,4,1992,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , ,0, ,2,1,0,0,0,0,0,1,0,6,4,4, , , , , , , , ,1,662.742991288223
2022,02,025225,003,0073,11,01,8,1,22021101,1,1,2, ,2,36,6,5, ,1,1,30,1,2022,5,2,2022,12,1,1986,1, , , , , , , , , , , , , , ,522,5629,2, ,1,1,99,99,2016,0,6,6,6,6,6,6,36,1, ,2,2, , , ,520,260, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,520,260, , ,780,780,1,662.742991288223
2022,02,025225,003,0073,11,02,8,1,22021102,3,1,2, ,1,17,5,4, ,2,2,30,1,2022,5,2,2022,17,11,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , ,0, ,1,1,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,645.844766038854
2022,02,025225,003,0073,11,03,8,1,22021103,3,1,2, ,1,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025225,003,0073,11,04,8,1,22021104,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025225,003,0073,11,05,8,1,22021105,5,1,2, ,2,51,1, , ,5,1,30,1,2022,5,2,2022,19,9,1970,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,487.166562444342
2022,02,025225,003,0075,11,01,8,1,22021101,1,1,2, ,2,60,6,5, ,1,1,6,2,2022,12,2,2022,21,12,1961,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1,0, ,1,5,0,0,0,0,0,0,1,6,4,3, , , , , , , , ,1,487.166562444342
2022,02,025225,003,0075,11,02,8,1,22021102,3,1,2, ,2,40,10,5, ,2,2,6,2,2022,12,2,2022,24,2,1981,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,662.742991288223
2022,02,025225,003,0075,11,03,8,1,22021103,4,1,2, ,1,42,6,5, ,3,2,6,2,2022,12,2,2022,99,99,1980,1, , , , , , , , , , , , , , ,462,4100,3,5,2, ,99,99,2020,0,9,9,9,9,9,6,51,1, ,2,2,4,1700,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1700,0, , , , ,1700,1700,1,686.075809177585
2022,02,025225,003,0075,11,04,8,1,22021104,10,1,2, ,1,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025225,003,0075,11,05,8,1,22021105,10,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025275,003,0124,11,01,8,1,21021101,1,1,2, ,1,45,10,5, ,1,1,30,1,2022,5,2,2022,15,11,1976,1, , , , , , , , , , , , , , ,11,8422,3,1,2, ,99,99,2001,0,8,8,8,8,8,5,45,1, ,2,2,4,5000,0, , , , ,1, , , , , , , , ,4,0,0,0,0,0,0,1,6,4,1,5000,0, , , , ,5000,5000,1,491.284920701593
2022,02,025275,003,0124,11,02,8,1,21021102,2,1,2, ,2,45,10,6, ,2,2,30,1,2022,5,2,2022,30,9,1976,1, , , , , , , , , , , , , , ,111,8423,3,2,2, ,99,99,2005,0,8,8,8,8,8,0,40,1, ,2,2,4,10000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,10000,0, , , , ,10000,10000,1,446.569348907313
2022,02,025275,003,0124,11,03,8,1,21021103,3,1,1, ,2,16,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,02,025275,003,0124,11,04,8,1,21021104,3,1,2, ,2,13,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025275,003,0126,11,01,8,1,21021101,1,1,2, ,1,74,6,5, ,1,1,6,2,2022,12,2,2022,27,2,1947,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,4,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,491.284920701593
2022,02,025275,003,0126,11,02,8,1,21021102,2,1,2, ,2,78,10,5, ,2,3,30,1,2022,5,2,2022,20,11,1943,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,446.569348907313
2022,02,025275,003,0126,11,03,8,1,21021103,3,1,2, ,1,42,8,3, ,3,3,6,2,2022,12,2,2022,31,12,1979,1, , , , , , , , , , , , , , ,317,9609,2, ,1,1,99,99,2015,0,0,8,8,8,0,0,24,2,30,2,2, , , ,1500,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,1500,0, , ,1500,1500,1,628.902825079453
2022,02,025275,003,0127,11,01,8,1,21021101,1,1,2, ,1,57,8,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,02,025275,003,0127,11,02,8,1,21021102,2,1,2, ,2,58,10,5, ,2,2,30,1,2022,5,2,2022,24,9,1963,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,446.569348907313
2022,02,025275,003,0127,11,03,8,1,21021103,3,1,2, ,1,30,8,3, ,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,02,025275,003,0127,11,04,8,1,21021104,10,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025275,003,0127,11,05,8,1,21021105,3,1,2, ,1,23,8,3, ,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,02,025349,003,0082,11,01,8,1,22021101,1,1,2, ,1,42,10,6, ,1,1,30,1,2022,5,2,2022,19,1,1980,1, , , , , , , , , , , , , , ,322,5911,1, ,1,6,99,7,2020,0,10,10,10,10,10,0,50,1, ,1,2, , , ,2500,0,3000,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,2500,0,3000,0,5500,2500,1,800.421777373849
2022,02,025349,003,0082,11,02,8,1,22021102,2,1,2, ,2,41,8,5, ,2,2,30,1,2022,5,2,2022,30,11,1980,1, , , , , , , , , , , , , , ,572,4791,2, ,1,1,99,3,2021,0,6,6,6,6,6,6,36,1, ,1,2, , , ,500,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,500,0, , ,500,500,1,773.200156502926
2022,02,025349,003,0082,11,03,8,1,22021103,3,1,2, ,1,18,6,5, ,3,3,30,1,2022,5,2,2022,18,7,2003,1, , , , , , , , , , , , , , ,913,4789,2, ,1,1,15,1,2022,0,0,0,0,0,8,8,16,1, ,2,2, , , ,260,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,260,0, , ,260,260,1,753.485560378663
2022,02,025349,003,0082,11,04,8,1,22021104,3,1,2, ,1,14,5,2, ,4,4,30,1,2022,5,2,2022,18,6,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,753.485560378663
2022,02,025349,003,0082,11,05,8,1,22021105,3,1,2, ,2,12,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025349,003,0082,11,06,8,1,22021106,3,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025349,003,0082,11,07,8,1,22021107,3,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025349,003,0083,11,01,8,1,22021101,1,1,2, ,2,64,8,3, ,1,4,30,1,2022,5,2,2022,14,5,1957,1, , , , , , , , , , , , , , ,413,8610,3,2,2, ,99,99,2012,0,8,8,8,8,8,0,40,1, ,2,2,4,2500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,0, , , , ,2500,2500,1,568.360989518399
2022,02,025349,003,0083,11,02,8,1,22021102,5,1,2, ,2,93,8,3, ,2,2,30,1,2022,5,2,2022,11,8,1928,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,568.360989518399
2022,02,025349,003,0083,11,03,8,1,22021103,6,1,2, ,1,39,10,6, ,3,4,30,1,2022,5,2,2022,15,4,1982,1, , , , , , , , , , , , , , ,423,8610,3,2,2, ,99,7,2021,12,12,12,12,12,12,0,72,1, ,2,2,4,3000,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,3000,0, , , , ,3000,3000,1,800.421777373849
2022,02,025349,003,0083,11,04,8,1,22021104,6,1,2, ,2,49,7,1, ,4,4,30,1,2022,5,2,2022,16,4,1972,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1,0, ,1,1,0,0,0,0,0,0,1,6,4,3, , , , , , , , ,1,568.360989518399
2022,02,025349,003,0083,11,05,8,1,22021105,6,1,1, ,1,21,7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,02,025349,003,0084,11,01,8,1,22021101,1,1,2, ,2,63,8,3, ,1,1,30,1,2022,5,2,2022,7,11,1958,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,568.360989518399
2022,02,025349,003,0085,11,01,8,1,22021101,1,1,2, ,1,70,10,7, ,1,1,30,1,2022,5,2,2022,24,4,1951,1, , , , , , , , , , , , , , ,241,8530,3,2,2, ,99,99,1982,0,6,6,6,6,6,0,30,1, ,2,2,4,6000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,5,4,1,6000,0, , , , ,6000,6000,1,625.271717256573
2022,02,025349,003,0085,11,02,8,1,22021102,2,1,2, ,2,69,10,7, ,2,1,30,1,2022,5,2,2022,22,11,1952,1, , , , , , , , , , , , , , ,235,8610,3,2,2, ,99,99,2002,0,10,10,10,10,10,6,56,1, ,2,2,4,7000,0, , ,4000,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,7000,0, , ,4000,0,11000,7000,1,568.360989518399
2022,02,025424,003,0087,11,01,8,1,21021101,1,1,2, ,1,39,10,5, ,1,0,23,1,2022,29,1,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,02,025424,003,0087,11,02,8,1,21021102,2,1,2, ,2,39,10,5, ,2,2,23,1,2022,29,1,2022,9,99,1983,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,497.057243466167
2022,02,025424,003,0087,11,03,8,1,21021103,3,1,2, ,2,7,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025424,003,0087,11,04,8,1,21021104,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,02,025424,003,0091,11,01,8,1,21021101,1,1,2, ,2,63,10,5, ,1,1,23,1,2022,29,1,2022,4,10,1958,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,365.374921833256
2022,02,025424,003,0091,11,02,8,1,21021102,3,1,2, ,2,40,10,5, ,2,2,23,1,2022,29,1,2022,14,9,1981,1, , , , , , , , , , , , , , ,423,8430,3,2,2, ,99,99,2017,0,10,10,10,10,10,0,50,1, ,2,1,4,5500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,5500,0, , , , ,5500,5500,1,497.057243466167
2022,02,025424,003,0091,11,03,8,1,21021103,3,1,2, ,1,32,10,5, ,3,1,23,1,2022,29,1,2022,19,2,1989,1, , , , , , , , , , , , , , ,266,8412,3,2,2, ,99,99,2015,0,8,8,8,8,8,0,40,1, ,2,2,4,3000,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,3000,0, , , , ,3000,3000,1,514.556856883189
2022,02,025424,003,0114,11,01,8,1,21021101,1,1,2, ,1,65,10,5, ,1,1,23,1,2022,29,1,2022,7,1,1957,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,401.96038966494
2022,02,025424,003,0114,11,02,8,1,21021102,3,1,2, ,1,31,10,5, ,2,2,23,1,2022,29,1,2022,13,11,1990,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , , , ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,514.556856883189
2022,02,025525,003,0095,11,01,8,1,22021101,1,1,2, ,1,61,10,5, ,1,1,6,2,2022,12,2,2022,15,9,1960,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,4,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,491.284920701593
2022,02,025525,003,0095,11,02,8,1,22021102,2,1,2, ,2,65,6,5, ,2,2,6,2,2022,12,2,2022,27,1,1957,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,446.569348907313
2022,02,025525,003,0095,11,03,8,1,22021103,3,1,2, ,2,29,9,6, ,3,3,6,2,2022,12,2,2022,18,6,1992,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,607.514408680871
2022,02,025525,003,0097,11,01,8,1,22021101,1,1,2, ,2,21,10,5, ,1,1,6,2,2022,12,2,2022,17,4,2000,1, , , , , , , , , , , , , , ,365,6810,3,5,1,10,1,2,2022,0,8,8,8,8,8,6,46,1, ,2,2,4,3000,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,3000,0, , , , ,3000,3000,1,647.406320388848
