pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_fma22
2022,03,091506,001,0014,11,03,8,1,22031103,3,1,2, ,1,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091506,001,0014,11,04,8,1,22031104,6,1,2, ,1,31,7,1, ,4,4,6,3,2022,12,3,2022,28,7,1990,1, , , , , , , , , , , , , , ,984,1071,4,5,2, ,99,99,2011,0,11,11,11,11,11,11,66,2,48,1,2,2,570,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2468,0, , , , ,2468,2468,1,1107.98702649599
2022,03,091506,001,0015,11,01,8,1,22031101,1,1,2, ,1,50,6,5, ,1,1,6,3,2022,12,3,2022,28,9,1971,1, , , , , , , , , , , , , , ,877,1104,4,5,2, ,99,99,1997,0,8,8,8,8,8,8,48,1, ,1,2,3,1000,130, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,7,4,1,2000,260, , , , ,2260,2260,1,865.534859668829
2022,03,091506,001,0015,11,02,8,1,22031102,2,1,2, ,2,48,6,5, ,2,2,6,3,2022,12,3,2022,2,6,1973,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,786.755958613404
2022,03,091506,001,0015,11,03,8,1,22031103,3,1,2, ,2,16,6,5, ,3,3,6,3,2022,12,3,2022,5,6,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1140.58607348715
2022,03,091506,001,0015,11,04,8,1,22031104,3,1,2, ,1,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091506,001,0015,11,05,8,1,22031105,9,1,2, ,2,16,5,4, ,5,5,6,3,2022,12,3,2022,20,9,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1140.58607348715
2022,03,091506,001,0015,11,06,8,1,22031106,9,2, ,2,1,8,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,03,091506,001,0017,11,01,8,1,22031101,1,1,2, ,1,66,6,5, ,1,1,6,3,2022,12,3,2022,30,10,1955,1, , , , , , , , , , , , , , ,885,4922,2, ,1,1,99,99,1983,4,9,9,9,9,9,9,58,1, ,2,2, , , ,2122,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,2122,0, , ,2122,2122,1,865.534859668829
2022,03,091506,001,0017,11,02,8,1,22031102,2,1,2, ,2,64,6,5, ,2,2,6,3,2022,12,3,2022,10,2,1958,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,786.755958613404
2022,03,091506,001,0017,11,03,8,1,22031103,3,1,2, ,2,41,10,5, ,3,3,6,3,2022,12,3,2022,7,11,1980,1, , , , , , , , , , , , , , ,242,8521,3,2,2, ,1,3,2022,0,6,6,6,6,6,0,30,1, ,2,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,1070.30538961683
2022,03,091506,001,0017,11,04,8,1,22031104,10,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091516,001,0002,12,01,8,1,21031201,1,1,2, ,1,63,6,5, ,1,1,27,2,2022,5,3,2022,12,3,1958,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,811.438930939528
2022,03,091516,001,0002,12,02,8,1,21031202,3,1,2, ,2,29,6,5, ,2,2,27,2,2022,5,3,2022,26,2,1993,1, , , , , , , , , , , , , , ,922,4782,2, ,1,1,99,99,2018,6,6,6,6,6,8,8,46,1, ,2,2, , , ,900,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,900,0, , ,900,900,1,1003.41130276577
2022,03,091516,001,0002,22,01,8,1,21032201,1,1,2, ,1,69,6,5, ,1,1,27,2,2022,5,3,2022,25,1,1953,1, , , , , , , , , , , , , , ,922,4782,2, ,1,1,99,99,2010,6,0,9,9,9,9,9,51,1, ,2,2, , , ,1500,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,1500,0, , ,1500,1500,1,811.438930939528
2022,03,091516,001,0025,11,01,8,1,21031101,1,1,2, ,2,55,5,4, ,1,1,27,2,2022,5,3,2022,20,4,1966,1, , , , , , , , , , , , , , ,522,5629,2, ,1,2,99,99,2015,0,8,8,8,8,8,8,48,1, ,2,2, , , ,800,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,800,0, , ,800,800,1,737.583711200066
2022,03,091516,001,0025,11,02,8,1,21031102,2,1,2, ,1,55,4,5, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,03,091516,001,0025,11,03,8,1,21031103,3,1,2, ,2,20,6,5, ,3,0,6,3,2022,12,3,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,03,091516,001,0025,11,04,8,1,22031104,6,1,2, ,2,32,6,5, ,4,4,27,2,2022,5,3,2022,10,2,1990,1, , , , , , , , , , , , , , ,922,4782,2, ,1,1,15,12,2021,0,10,10,10,10,10,7,57,1, ,2,2, , , ,800,0, , ,0, , , , , , , , ,5,0,0,0,0,0,0,1,8,4,1, , ,800,0, , ,800,800,1,1003.41130276577
2022,03,091516,001,0025,11,05,8,1,22031105,6,1,2, ,1,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091516,001,0034,11,01,8,1,21031101,1,1,2, ,1,48,5,2, ,1,1,6,3,2022,12,3,2022,28,12,1973,1, , , , , , , , , , , , , , ,952,9499,3,5,1,6,99,99,2004,0,12,12,12,12,12,12,72,1, ,2,2,4,1000,500, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1000,500, , , , ,1500,1500,1,811.438930939528
2022,03,091516,001,0034,11,02,8,1,21031102,2,1,2, ,2,42,4, ,6,2,2,6,3,2022,12,3,2022,24,6,1980,1, , , , , , , , , , , , , , ,771,1410,2, ,1,3,99,99,2015,0,11,11,11,11,11,10,65,1, ,2,2, , , ,1500,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,4,4,1, , ,1500,0, , ,1500,1500,1,1003.41130276577
2022,03,091516,001,0034,11,03,8,1,21031103,3,1,2, ,1,26,6,5, ,3,3,6,3,2022,12,3,2022,26,5,1995,1, , , , , , , , , , , , , , ,572,4791,2, ,1,1,99,99,2016,0,10,10,10,6,6,12,54,1, ,2,2, , , ,1000,0, , ,0, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,1000,0, , ,1000,1000,1,1038.73783733999
2022,03,091516,001,0034,11,04,8,1,21031104,3,1,2, ,1,20,6,5, ,4,4,6,3,2022,12,3,2022,20,12,2001,2,2,2, ,2,2,2,2,2,2,2,2,1,2,2,839,1410,5,5,1,4,99,99,2018,0,6,6,6,6,6,6,36,1, ,2,2, , , , , , , , , , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,977.826920230185
2022,03,091516,001,0036,11,01,8,1,21031101,1,1,2, ,2,30,9,1, ,1,1,27,2,2022,5,3,2022,3,12,1991,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1003.41130276577
2022,03,091516,001,0036,11,02,8,1,21031102,3,1,2, ,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091516,001,0036,11,03,8,1,21031103,11,1,2, ,1,29,6,5, ,3,3,27,2,2022,5,3,2022,1,2,1993,1, , , , , , , , , , , , , , ,952,5610,3,5,2, ,1,3,2021,10,0,10,10,10,10,10,60,1, ,2,2,3,740,200, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1480,400, , , , ,1880,1880,1,1038.73783733999
2022,03,091530,001,0019,11,01,8,1,22031101,1,1,2, ,2,50,5,2, ,1,1,20,2,2022,26,2,2022,4,11,1971,1, , , , , , , , , , , , , , ,912,5610,2, ,1,1,99,1,2021,5,5,5,5,5,5,5,35,1, ,2,2, , , ,909,50, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,4,1, , ,909,50, , ,959,959,1,737.583711200066
2022,03,091530,001,0019,11,02,8,1,22031102,3,1,2, ,2,8,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091530,001,0020,11,01,8,1,22031101,1,1,2, ,1,63,6,5, ,1,1,20,2,2022,26,2,2022,2,8,1958,1, , , , , , , , , , , , , , ,885,4922,2, ,1,1,99,99,2008,11,11,11,11,11,11,11,77,1, ,1,2, , , ,1500,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,1500,0, , ,1500,1500,1,811.438930939528
2022,03,091530,001,0020,11,02,8,1,22031102,3,1,2, ,1,16,5,4, ,2,2,20,2,2022,26,2,2022,2,5,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,977.826920230185
2022,03,091530,001,0020,11,03,8,1,22031103,3,1,2, ,2,15,5,3, ,3,3,20,2,2022,26,2,2022,1,1,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1069.2994438942
2022,03,091530,001,0043,11,01,8,1,22031101,1,1,2, ,2,40,3, ,5,1,1,20,2,2022,26,2,2022,20,6,1981,1, , , , , , , , , , , , , , ,945,1071,3,5,1,5,99,99,2010,5,8,8,8,8,8,8,53,1, ,1,2,2,200,8, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,866,35, , , , ,901,901,1,1003.41130276577
2022,03,091530,001,0043,11,02,8,1,22031102,2,1,2, ,1,47,6,5, ,2,2,20,2,2022,26,2,2022,1,1,1975,1, , , , , , , , , , , , , , ,952,9499,3,5,1,5,99,99,2009,0,12,12,12,12,12,12,72,1, ,1,2,3,600,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,811.438930939528
2022,03,091530,001,0043,11,03,8,1,22031103,3,1,2, ,1,16,5,3, ,3,1,20,2,2022,26,2,2022,15,7,2005,1, , , , , , , , , , , , , , ,782,9529,4,5,1,2,21,2,2022,0,8,8,8,8,8,8,48,1, ,1,2,2,150,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,650,0, , , , ,650,650,1,977.826920230185
2022,03,091530,001,0043,11,04,8,1,22031104,3,1,2, ,1,14,5,3, ,4,4,20,2,2022,26,2,2022,19,12,2007,1, , , , , , , , , , , , , , ,766,1071,4,5,1,5,1,1,2021,0,6,6,6,6,6,6,36,1, ,1,2,1,30,10, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,4,4,1,750,250, , , , ,1000,1000,1,977.826920230185
2022,03,091530,001,0043,11,05,8,1,22031105,3,1,2, ,1,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091530,001,0043,11,06,8,1,22031106,3,1,2, ,2,20,5,2, ,6,6,20,2,2022,26,2,2022,1,1,2002,1, , , , , , , , , , , , , , ,571,1071,3,5,1,5,1,1,2022,0,8,8,8,8,8,8,48,1, ,1,2,2,200,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,866,0, , , , ,866,866,1,1069.2994438942
2022,03,091530,001,0043,11,07,8,1,22031107,4,1,2, ,1,20,5,3, ,7,6,20,2,2022,26,2,2022,6,5,2001,1, , , , , , , , , , , , , , ,766,1071,4,5,1,5,1,1,2022,0,10,10,10,10,10,10,60,1, ,1,2,2,250,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1083,0, , , , ,1083,1083,1,977.826920230185
2022,03,091530,001,0044,11,01,8,1,22031101,1,1,2, ,1,32,6,5, ,1,1,20,2,2022,26,2,2022,12,6,1989,1, , , , , , , , , , , , , , ,766,1071,2, ,1,3,99,99,2013,0,8,8,8,8,8,8,48,1, ,1,2, , , ,3000,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1, , ,3000,0, , ,3000,3000,1,1038.73783733999
2022,03,091530,001,0044,11,02,8,1,22031102,3,1,2, ,1,13,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091530,001,0044,11,03,8,1,22031103,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091540,001,0014,11,01,8,1,21031101,1,1,2, ,1,50,8,3, ,1,1,27,2,2022,5,3,2022,29,12,1971,1, , , , , , , , , , , , , , ,851,4330,4,5,1,3,20,2,2022,0,8,8,8,8,8,6,46,1, ,1,2,2,600,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,1,1,2598,0, , , , ,2598,2598,1,757.343002210226
2022,03,091540,001,0014,11,02,8,1,21031102,2,1,2, ,2,39,5,2, ,2,2,27,2,2022,5,3,2022,24,10,1982,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2,1,1,6,0,0,0,0,0,0,1,1,1,2, , , , , , , , ,1,936.517215914722
2022,03,091540,001,0014,11,03,8,1,21031103,3,1,2, ,2,19,6,5, ,3,3,27,2,2022,5,3,2022,10,2,2003,1, , , , , , , , , , , , , , ,523,5610,3,5,1,8,28,2,2022,2,5,5,5,5,5,5,32,1, ,1,1,1,16,0, , ,35,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,400,0, , ,35,0,435,400,1,998.012814301256
2022,03,091540,001,0014,11,04,8,1,21031104,3,1,2, ,2,15,5,3, ,4,4,27,2,2022,5,3,2022,25,12,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,998.012814301256
2022,03,091540,001,0014,11,05,8,1,22031105,3,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091540,001,0015,11,01,8,1,21031101,1,1,1, ,1,78,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,03,091540,001,0015,11,02,8,1,21031102,2,1,1, ,2,73,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,03,091540,001,0015,11,03,8,1,21031103,3,1,2, ,2,48,8,3, ,3,3,27,2,2022,5,3,2022,10,10,1973,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,2,1,5,0,0,0,0,0,0,1,7,4,2, , , , , , , , ,1,688.411463786729
2022,03,091540,001,0015,11,04,8,1,21031104,3,1,2, ,1,39,10,5, ,4,4,27,2,2022,5,3,2022,12,3,1982,1, , , , , , , , , , , , , , ,242,8521,3,2,2, ,99,99,2008,0,6,10,10,10,6,0,42,1, ,1,2,4,2500,0, , ,500,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,1,4,1,2500,0, , ,500,0,3000,2500,1,969.488648183988
2022,03,091540,001,0016,11,01,8,1,21031101,1,1,2, ,1,44,6,5, ,1,1,27,2,2022,5,3,2022,19,4,1977,1, , , , , , , , , , , , , , ,971,127,4,5,1,2,1,2,2022,0,6,6,6,6,6,0,30,1, ,1,2,1,30,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,750,0, , , , ,750,750,1,969.488648183988
2022,03,091540,001,0017,11,01,8,1,21031101,1,1,2, ,1,51,9,1, ,1,1,27,2,2022,5,3,2022,5,6,1970,1, , , , , , , , , , , , , , ,952,9609,2, ,1,1,1,7,2020,0,12,12,12,12,12,12,72,1, ,1,1, , , ,779,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,779,0, , ,779,779,1,757.343002210226
2022,03,091540,001,0017,11,02,8,1,21031102,2,1,2, ,2,41,6,5, ,2,2,27,2,2022,5,3,2022,6,10,1980,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,936.517215914722
2022,03,091540,001,0017,11,03,8,1,21031103,3,1,2, ,1,11,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091540,001,0017,11,04,8,1,21031104,3,1,2, ,2,9,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091540,001,0017,11,05,8,1,21031105,3,1,2, ,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091540,001,0017,11,06,8,1,21031106,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091554,001,0013,11,01,8,1,22031101,1,1,2, ,1,68,4,5, ,1,2,13,3,2022,19,3,2022,9,9,1953,1, , , , , , , , , , , , , , ,983,4100,4,5,1,7,10,3,2022,8,0,8,8,8,8,8,48,1, ,2,2,2,320,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1386,0, , , , ,1386,1386,1,919.630788398131
2022,03,091554,001,0013,11,02,8,1,22031102,2,1,2, ,2,62,5,2, ,2,2,13,3,2022,19,3,2022,1,3,1960,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,835.928206026742
2022,03,091554,001,0013,11,03,8,1,22031103,3,1,2, ,2,28,10,5, ,3,3,13,3,2022,19,3,2022,15,9,1993,1, , , , , , , , , , , , , , ,239,8620,3,5,1,25,99,99,2019,0,8,8,8,8,8,8,48,1, ,2,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,0, , , , ,2000,2000,1,1137.19947646788
2022,03,091554,001,0013,11,04,8,1,22031104,4,1,2, ,1,28,6,5, ,4,2,13,3,2022,19,3,2022,9,9,1993,1, , , , , , , , , , , , , , ,983,4100,4,5,1,5,15,2,2022,0,8,8,8,8,8,8,48,1, ,2,2,2,350,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1516,0, , , , ,1516,1516,1,1177.23621565199
2022,03,091554,001,0013,11,05,8,1,22031105,10,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091554,001,0014,11,01,8,1,22031101,1,1,2, ,1,52,6,5, ,1,1,13,3,2022,19,3,2022,9,9,1969,1, , , , , , , , , , , , , , ,885,4923,4,5,1,30,99,99,2016,0,8,8,8,8,8,8,48,1, ,2,2,4,1800,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1800,0, , , , ,1800,1800,1,919.630788398131
2022,03,091554,001,0014,11,02,8,1,22031102,2,1,2, ,2,54,6,5, ,2,2,13,3,2022,19,3,2022,17,4,1967,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,835.928206026742
2022,03,091554,001,0014,11,03,8,1,22031103,3,1,2, ,2,26,10,5, ,3,3,13,3,2022,19,3,2022,27,7,1995,1, , , , , , , , , , , , , , ,381,4322,3,5,1,45,99,99,2020,0,8,8,8,8,8,2,42,1, ,1,2,2,350,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1516,0, , , , ,1516,1516,1,1137.19947646788
2022,03,091554,001,0014,11,04,8,1,22031104,3,1,2, ,1,18,6,5, ,4,4,13,3,2022,19,3,2022,8,6,2003,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,1108.20384292754
2022,03,091554,001,0015,11,01,8,1,22031101,1,1,2, ,1,39,8,3, ,1,1,13,3,2022,19,3,2022,7,6,1982,1, , , , , , , , , , , , , , ,313,4220,3,4,2, ,1,3,2022,0,8,8,8,8,8,8,48,1, ,2,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,0, , , , ,2000,2000,1,1177.23621565199
2022,03,091554,001,0015,11,02,8,1,22031102,2,1,2, ,2,41,5,3, ,2,2,13,3,2022,19,3,2022,28,3,1980,1, , , , , , , , , , , , , , ,942,8620,4,5,1,5,99,99,2020,0,9,6,9,6,9,6,45,1, ,2,2,2,90,0, , ,779,0,0, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,390,0, , ,779,0,1169,390,1,1137.19947646788
2022,03,091554,001,0015,11,03,8,1,22031103,3,1,2, ,1,18,6,5, ,3,3,13,3,2022,19,3,2022,1,2,2004,1, , , , , , , , , , , , , , ,421,2220,3,5,1,50,15,1,2022,0,11,11,11,11,11,11,66,1, ,2,2,4,930,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,930,0, , , , ,930,930,1,1108.20384292754
2022,03,091554,001,0015,11,04,8,1,22031104,3,1,2, ,2,15,5,3, ,4,4,13,3,2022,19,3,2022,4,6,2006,1, , , , , , , , , , , , , , ,945,9609,2, ,1,1,15,9,2021,0,6,6,6,6,6,6,36,1, ,2,2, , , ,173,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,173,0, , ,173,173,1,1211.8727030801
2022,03,091554,001,0015,11,05,8,1,22031105,3,1,2, ,2,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091554,001,0016,11,01,8,1,22031101,1,1,2, ,2,29,7,1, ,1,1,13,3,2022,19,3,2022,29,1,1993,1, , , , , , , , , , , , , , ,851,4330,4,5,1,3,14,3,2022,0,8,8,8,8,8,0,40,1, ,2,2,1,70,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1750,0, , , , ,1750,1750,1,1137.19947646788
2022,03,091554,001,0016,11,02,8,1,22031102,3,1,2, ,1,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091554,001,0016,11,03,8,1,22031103,3,1,2, ,1,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,03,091564,001,0005,11,01,8,1,21031106,1,1,2, ,1,73,5,2, ,1,1,6,3,2022,12,3,2022,12,1,1949,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,378.671501105113
2022,03,091564,001,0005,11,02,8,1,22031102,3,1,2, ,2,33,8,3, ,2,2,13,3,2022,19,3,2022,24,6,1988,1, , , , , , , , , , , , , , ,314,7730,3,5,1,15,1,9,2020,0,8,8,8,8,8,8,48,1, ,2,2,3,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,1,4,1,2400,0, , , , ,2400,2400,1,468.258607957361
